,Term_NDoc_Date,Sentence
1824,18_149_2016-01-14,"Zunächst wird der Flüchtling mit einer sogenannten BüMA – das ist Bürokratensprache –, also einer Bescheinigung über die Meldung als Asylsuchender ausgestattet."
1825,18_149_2016-01-14,"Nach unseren Gesetzen hat man aber nur dann Anspruch auf Leistungen nach dem Asylbewerberleistungsgesetz, wenn man als Flüchtling wenigstens eine Duldung hat."
1826,18_149_2016-01-14,"Ich habe in der letzten Woche unbegleitete minderjährige Flüchtlinge getroffen, die seit zehn Monaten darauf warten, dass sie ihren Asylantrag stellen können."
1827,18_149_2016-01-14,"Sie werden zwar versorgt, aber es ist ein unerträglicher Zustand – dabei geht es auch um das Kinderwohl –, dass diese Kinder nicht zur Schule gehen können, dass sie keine Integrationsleistungen in Anspruch nehmen können."
1828,18_149_2016-01-14,"Wir sagen doch immer, dass die Integration von Anfang an erfolgen muss, weil nur das für die Integration sinnvoll ist, weil nur das auch im Sinne des Schutzsuchenden ist."
1829,18_149_2016-01-14,"In diesem Zusammenhang muss man wirklich kritisieren, dass die Unionsfraktion – auch Sie haben das eben wieder gemacht – hier von vornherein über Asylmissbrauch und über sogenannte terroristische Gefährder spricht, also im Grunde genommen die Debatte über dieses Gesetz mit Parolen vergiftet."
1830,18_149_2016-01-14,"Vorhin beim Tagesordnungspunkt Asylverfahrensgesetz hat Kollege Castellucci dargelegt, dass teilweise bis zu vier unterschiedliche Behörden das Gleiche aufnehmen, weil sie nicht in der Lage sind, miteinander zu kommunizieren."
1831,18_149_2016-01-14,Später!)  Aber gerade für die Integration brauchen wir den Zugriff auf solche Daten.
1832,18_149_2016-01-14,Wir brauchen den Ankunftsnachweis auch für eine gerechtere Verteilung nach dem Königsteiner Schlüssel und letztendlich für eine Beschleunigung der Asylverfahren.
1833,18_149_2016-01-14,Die Beschleunigung der Asylverfahren ist aus vielerlei Gründen wichtig und sinnvoll.
1834,18_149_2016-01-14,Aber sehr viel wichtiger ist: Kurze Asylverfahren bedeuten auch Akzeptanz in der Bevölkerung.
1835,18_149_2016-01-14,"Kollege Castellucci hat vorhin beim Asylverfahrensgesetz sehr genau dargestellt, wie lange die Phase ist, bis jemand einen Asylantrag stellt."
1836,18_149_2016-01-14,Was kommt nach dem Asylverfahren?
1837,18_149_2016-01-14,Die in unserem Land ankommenden Asylsuchenden haben einen Anspruch auf ein faires und transparentes Verfahren.
1838,18_149_2016-01-14,"Auch wir erwarten beim Umgang mit der Situation, dass zahlreiche Flüchtlinge und Asylbewerber zu uns gekommen sind, eine funktionierende öffentliche Verwaltung."
1839,18_149_2016-01-14,"Wir brauchen eine effiziente Infrastruktur, der alle elektronischen Hilfsmittel zur Verfügung stehen, um in der ohnehin total komplexen Zuständigkeitssituation zwischen Kommunen, Ländern und Bund bei der Registrierung der Asylsuchenden effektiv voranzukommen."
1840,18_149_2016-01-14,"Damit meine ich neben den zahlreichen unterschiedlichen Behörden auch die Asylsuchenden selbst, für die die Situation derzeit wirklich eine Belastung ist."
1841,18_149_2016-01-14,"Es ist für uns deshalb von entscheidender Bedeutung, dass schnelle Verfahren – von der Registrierung über die Stellung eines Asylantrags bis hin zu den Bescheiden – zu eindeutigen, fairen Entscheidungen führen."
1842,18_149_2016-01-14,"Zum Ende möchte ich noch einmal ganz eindeutig ansprechen, dass die Dringlichkeit und die besondere Herausforderung durch den hohen Zugang von Asylsuchenden von uns allen ein besonnenes Handeln verlangen."
1843,18_149_2016-01-14,"Die Zuwanderung und die Asylverfahren können so besser gesteuert und geordnet werden, und angesichts der aktuellen Lage ist das unverzichtbar."
1844,18_149_2016-01-14,"Ebenso müssen wir entscheiden können, wo die Asylverfahren durchgeführt werden."
1845,18_149_2016-01-14,Asylbewerber zu uns gekommen.
1846,18_149_2016-01-14,"Es kann daher nicht sein, dass rund 30 Prozent der Asylbewerber einfach aus den Erstaufnahmeeinrichtungen in den neuen Bundesländern  Luise Amtsberg  Deutscher Bundestag – 18. Wahlperiode – 149."
1847,18_149_2016-01-14,Nur so können wir auch die Mammutaufgabe Integration bewältigen.
1848,18_149_2016-01-14,Aber: Integration ist keine Einbahnstraße.
1849,18_149_2016-01-14,Integration braucht Verbindlichkeit für beide Seiten.
1850,18_149_2016-01-14,"Vor allem die Experten aus der Asylpraxis haben betont, dass es sich um ein gutes und wichtiges Gesetz handelt."
1851,18_149_2016-01-14,"Ein zentrales Anliegen aus der Praxis war die längere Gültigkeitsdauer des Ankunftsnachweises, der den Asylbewerbern künftig ausgestellt wird."
1852,18_149_2016-01-14,"Mithilfe der biometrischen Daten kann in vielen Fällen künftig leichter geklärt werden, ob Asylbewerber Straftaten begangen haben oder nicht."
1853,18_149_2016-01-14,"Wir wissen, dass Arbeit zusammen mit Sprache eine der wichtigsten Voraussetzungen für ein Gelingen der Integration ist."
1854,18_149_2016-01-14,"Deshalb müssen wir investieren, damit diese Integration möglichst schnell gelingt."
1855,18_149_2016-01-14,"Der starke Anstieg der Flüchtlingszahlen 2015 hat uns ganz deutlich vor Augen geführt, dass wir in unserem Asylverfahren und im Verwaltungsapparat starke Defizite haben."
1856,18_149_2016-01-14,"Ein Mitarbeiter der Bundesagentur für Arbeit kann zum Beispiel eintragen, wenn ein Integrationskurs begonnen oder absolviert worden ist."
1857,18_149_2016-01-14,Es wird die Integration von Geflüchteten auf dem Arbeitsmarkt und die Arbeit der Menschen in der BA und in den Jobcentern stark verbessern und vereinfachen.
1858,18_149_2016-01-14,"Wir erleben seit Monaten, wie der deutsche Staat versucht, die Migration bzw. den hohen Zuzug in Deutschland zu steuern."
1859,18_149_2016-01-14,"Im September letzten Jahres schätzte das Bundesamt für Migration und Flüchtlinge, dass sich rund 290 000 unregistrierte Migranten in Deutschland aufhalten."
1860,18_149_2016-01-14,"Zentrales Ziel dieses Gesetzentwurfes ist die schnelle und flächendeckende Registrierung aller Asylsuchenden und der systematische Datenaustausch zwischen allen Behörden, die mit Asylbewerbern zu tun haben, damit insbesondere Doppelerfassungen, so wie wir das in der Vergangenheit erlebt haben, vermieden werden."
1861,18_149_2016-01-14,"Stammdaten wie Name, Herkunftsland, Geburtsdatum, Fingerabdruck, Lichtbild, Anschrift und Telefonnummer werden ebenso gespeichert wie Informationen über den Aufenthaltsstatus, Gesundheitsprüfungen, Impfungen, Sprachkenntnisse, berufliche Qualifikationen oder auch Integrationsleistungen."
1862,18_149_2016-01-14,Leistungen nach dem Asylbewerberleistungsgesetz auslöst.
1863,18_149_2016-01-14,"Im Asylverfahrensgesetz ist ganz klar geregelt, welche Leistungsansprüche in Aufnahmeeinrichtungen bestehen."
1864,18_149_2016-01-14,"In der Anhörung am Montag haben uns die Sachverständigen auf ausdrückliche Nachfrage bestätigt, dass das Kerndatensystem auch die Strafverfolgung und Ausweisung von Straftätern erleichtern kann."
1865,18_149_2016-01-14,"Der Asylbewerber erhält einen fälschungssicheren Ankunftsnachweis, der über einen QR-Code elektronisch auslesbar ist."
1866,18_149_2016-01-14,Wir wollen also mit diesem Gesetzentwurf für mehr Sicherheit und gezieltere Integrationsarbeit sorgen.
1867,18_149_2016-01-14,Sie endlich das Aufenthaltsrecht von der Aussagebereitschaft der Opfer!
1868,18_149_2016-01-14,"Sie regeln eben nicht die dafür eigentlich erforderlichen Ausstiegsprogramme, Sprachkurse, Arbeitsmöglichkeiten jenseits der Prostitution."
1869,18_149_2016-01-14,Sie regeln kein Aufenthaltsrecht unabhängig von der Aussagebereitschaft.
1870,18_149_2016-01-14,"Minderheiten, Migrantinnen und Migranten, Flüchtlinge und Asylsuchende sind in besonderem Maße von dieser Problemstellung betroffen."
1871,18_149_2016-01-14,Jetzt wäre eine Gemeinschaftsaufgabe „Demografie und Integration“ wichtig.
1872,18_149_2016-01-14,"Wenn dies nicht geht, dann sind wir zusammen aufgefordert, spätestens im März oder April im Bundestag nicht nur ein weiteres Asylpaket zu schnüren, sondern ein Asyl- und Integrationspaket vorzulegen."
1873,18_149_2016-01-14,"Wir können nur dafür werben, dieses Signal in die Gesellschaft zu senden: Begrenzung und Integration."
1874,18_149_2016-01-14,Dafür brauchen wir ein Integrationspaket.
1875,18_149_2016-01-14,Andere Politiker sehen die Kindertagesstätten als Eingangstor für die Integration der Kinder.
1876,18_149_2016-01-14,"Ich verstehe, ehrlich gesagt, nicht, warum sich angesichts der großen Herausforderung, die wir in der Integrationspolitik haben, jetzt nur diejenigen zu Wort melden, die offensichtlich eine repressive Politik verfolgen."
1877,18_149_2016-01-14,"Ich ver stehe Ihre Frage, liebe Frau Scho-Antwerpes, dahin gehend, dass wir noch einmal überlegen müssen: Was heißt denn Integrationspolitik vor dem Hintergrund der Schulpolitik?"
1878,18_149_2016-01-14,"Im Übrigen geht es darum, Lehrerinnen und Lehrern zu vermitteln, hier beispielsweise über Diversität zu sprechen und möglicherweise auch über Vorurteile zu sprechen, die gerade auch Lehrerinnen und Lehrer haben – sicher nicht alle –, besonders was Schülerinnen und Schüler mit Migrationshintergrund angeht, und die abgeräumt werden müssen."
1879,18_149_2016-01-14,Der Schutz der Wanderarbeiter und Wanderarbeiterinnen oder der Schutz von Kindern und Jugendlichen unter 18 Jahren vor Rekrutierung in die Bundeswehr sind zwei von mehreren Baustellen des Menschenrechtsschutzes in Deutschland.
1880,18_149_2016-01-14,"Ohne nachhaltige Entwicklung keine Sicherung der Menschenrechte und keine Beseitigung von Fluchtursachen und in der Folge Bedrohung der Sicherheit, auch bei uns in Europa und Deutschland."
1881,18_152_2016-01-28,"Das liegt übrigens daran, dass wir Menschen sind und dass wir nicht vorhersehen konnten, vor welche Herausforderungen man gestellt wird, wenn 1 Million Zuwanderer im Jahr zu uns kommen."
1882,18_152_2016-01-28,"Das sind Menschen, die nicht aus Bürgerkriegsgebieten  kommen, die nicht unmittelbar gefährdet sind, aber die wir aus humanitären Gründen nicht abschieben."
1883,18_152_2016-01-28,"Jetzt ist die Zeit, über Integration und eine nachhaltige Integrationsstruktur zu sprechen."
1884,18_152_2016-01-28,"In der Regierung gibt es eine Bandbreite der Diskussion, die von der Forderung aus Bayern, die Grenzen zu schließen, bis hin zur Willkommenskultur reicht."
1885,18_152_2016-01-28,"Aber umgekehrt müssen wir jetzt auch eine ganze Menge schaffen, damit wir tatsächlich wirtschaftliche und soziale Integration in diesem Land leisten, damit wir unsere Gesellschaft zusammenhalten, damit wir diejenigen, die zu uns gekommen sind und die dauerhaft bei uns bleiben werden, tatsächlich gut integrieren können."
1886,18_152_2016-01-28,Es geht um die Integration in Arbeit.
1887,18_152_2016-01-28,Die europäische Integration und faire Handelsbedingungen sind dementsprechend zu gestalten.
1888,18_152_2016-01-28,"Abgesehen von der Bewältigung des derzeitigen Zustroms brauchen wir für die Zukunft ein verlässliches Einwanderungsgesetz, mit dem genau dieser Zustrom gesteuert wird."
1889,18_152_2016-01-28,"Deshalb müssen wir uns trotz der gegenwärtig schwierigen Situation jetzt auf den Weg machen, um so etwas für Deutschland als Einwanderungsland zu vereinbaren."
1890,18_152_2016-01-28,"Kolleginnen und Kollegen, natürlich müssen wir darauf achten, die Integrationskraft unserer Gesellschaft nicht zu überfordern."
1891,18_152_2016-01-28,"Was Deutschland benötigt, ist endlich ein modernes und zeitgemäßes Einwanderungsgesetz, das von einem großen gesellschaftlichen Konsens getragen wird."
1892,18_152_2016-01-28,"Eine Begrenzung des Zuzugs ist also auch aus wirtschaftlicher Sicht notwendig – auch, um die Leistungsfähigkeit staatlicher Strukturen aufrechtzuerhalten."
1893,18_152_2016-01-28,"Das ifo-Institut geht davon aus, dass sich allein die Kosten für die Asylbewerber im Jahr 2015 auf mindestens 10 Milliarden Euro belaufen werden."
1894,18_152_2016-01-28,"Die Integration der Flüchtlinge in den deutschen Arbeitsmarkt ist eine Mammutaufgabe, und sie wird viel Geld kosten."
1895,18_152_2016-01-28,Keine Integration ist aber langfristig noch teurer.
1896,18_152_2016-01-28,"Es geht nicht an, von einem Wirtschaftswunder 2.0 zu sprechen, sich aber bei den Integrationskosten zurückzuhalten."
1897,18_152_2016-01-28,Bayern leistet beispielsweise mit dem Integrationspakt einen wesentlichen Beitrag zur Integration am Arbeitsmarkt.
1898,18_152_2016-01-28,"In den letzten Wochen haben wir mit dem Datenaustauschverbesserungsgesetz zur Beschleunigung der Asylverfahren gezeigt, wie schnell ein Gesetz im Bundestag verabschiedet werden kann."
1899,18_152_2016-01-28,"Sie sind, das zeigt die Entwicklung der letzten Jahre, attraktiv für viele Menschen, für Familien mit Kindern, für Migrantinnen und Migranten, für Berufstätige, aber natürlich auch für unsere ältere Generation."
1900,18_152_2016-01-28,"Denn leider muss man sagen, dass das eben genannte Urteil des Bundesgerichtshofs von unredlichen Vermietern leider wohl auch als Freibrief verstanden worden ist mit der Folge, dass die Wahrscheinlichkeit, eine Wohnung zu haben, bei der die tatsächliche Fläche von der im Mietvertrag ausgewiesenen Fläche abweicht, wirklich groß ist."
1901,18_152_2016-01-28,"Aber viele Kommunen fragen sich zu Recht, weshalb sie über ihre Wohnungsbaugesellschaften Wohnungen errichten oder Wohngebiete mit Sozialbindung ausweisen sollen, wenn sie dann durch die Kosten der Unterkunft für wirtschaftlich Schwache im Ergebnis die Miete selbst bezahlen und damit ihre ohnehin angespannten Haushalte weiter belasten sollen."
1902,18_152_2016-01-28,"Auch wenn es darum geht, Fluchtursachen zu bekämpfen, ist es wichtig, dass wir Mali stabilisieren und den Menschen dort eine Perspektive geben."
1903,18_152_2016-01-28,Mali ist sowohl ein wichtiges Transitland als auch ein Herkunftsland von Migranten.
1904,18_152_2016-01-28,Denn die Not treibt die Menschen in die Fänge der Dschihadisten und bringt mehr Terror und Gewalt in das Land.
1905,18_152_2016-01-28,"Gemeinsam werden Kapazitäten und Strukturen aufgebaut, die organisierte Kriminalität und Terrorismus bekämpfen."
1906,18_152_2016-01-28,"Auf diesem Wege weiterzugehen, ist auch deshalb notwendig, weil trotz aller Erfolge der IS immer noch den Terrorismus nach Europa exportiert, weil er immer noch unsere Werte, unsere Art, zu leben, angreift und weil er darüber hinaus für immer neue Fluchtursachen in der Region verantwortlich ist."
1907,18_152_2016-01-28,"Wir müssen den Blick auch etwas weiter in die Zukunft richten, wenn es darum geht, Fluchtursachen zu bekämpfen."
1908,18_152_2016-01-28,Ich lebe derzeit in einem Asylbewerberlager.
1909,18_152_2016-01-28,"Ich habe vor, in Deutschland zu bleiben und hier Asyl zu beantragen."
1910,18_152_2016-01-28,"Meine Damen und Herren, diese Ausbildungsmission trägt auch dazu bei, die Fluchtursachen dort zu bekämpfen, wo sie entstehen."
1911,18_152_2016-01-28,"Schon vor einem Jahr verurteilte Außenminister Frank-Walter Steinmeier den Vollzug der Stockschläge an Raif Badawi, bezeichnete das wahhabitische Königreich aber zugleich als wichtigen Verbündeten gegen die Dschihadisten-Miliz „Islamischer Staat“."
1912,18_152_2016-01-28,"Saudi-Arabien hat sich auch international isoliert, hat durch religiösen Imperialismus und das Sponsern des internationalen Terrorismus viele Partner verprellt."
1913,18_152_2016-01-28,"Wenn ich mir einmal unsere Flüchtlings- und Migrationspolitik anschaue, dann stelle ich fest, dass sie von Mut und Ermunterung geprägt ist."
1914,18_152_2016-01-28,"Wenn das Thema Migrationspolitik unter aktuellen Vorzeichen sozusagen wie eine imaginäre, unsichtbare Überschrift über dem Arbeitsprogramm der Kommission steht – zu Recht aus meiner Sicht –, dann heißt das notwendigerweise auch, dass wir uns beim Abarbeiten nicht nur darauf konzentrieren können, in das Arbeitsprogramm zusätzlich etwas hineinzuformulieren, sondern dass andere Punkte – abseits dieses Themas – vielleicht bis zum nächsten oder bis zum übernächsten Jahr warten können."
1915,18_152_2016-01-28,"Wenn jeder Mitgliedstaat in der Europäischen Union nach seiner Leistungsfähigkeit und nach dem, was ihm finanziell und materiell möglich ist, versucht, für die Verbesserung der Situation in den Herkunftsstaaten der Migranten, die jetzt nicht nur nach Deutschland, sondern nach Zentraleuropa strömen, etwas zu tun, dann bekommen wir auf der Basis von 28 Mitgliedstaaten tatsächlich eine solche Summe zusammen, um realiter etwas tun zu können."
1916,18_152_2016-01-28,"Was ich in dieser Auflistung nicht finde, was aber sicherlich auch eine besondere Herausforderung ist, ist die effektive Bekämpfung des internationalen Terrorismus."
1917,18_152_2016-01-28,"Österreich gibt es strikte Grenzkontrollen, Obergrenzen und massive Verschärfungen des Asylrechts."
1918,18_152_2016-01-28,Ganz wichtig ist die Fluchtursachenbekämpfung.
1919,18_152_2016-01-28,Das alles ruft Fanatismus und Terrorismus hervor.
1920,18_152_2016-01-28,"Die aktuell größte Bedrohung und größte Herausforderung ist allerdings die unkontrollierte Zuwanderung nach Europa, insbesondere nach Deutschland."
1921,18_152_2016-01-28,"Sehr geehrter Herr Kollege Sarrazin, Europa muss alles daransetzen, um auf diese Flüchtlingskrise eine europäische Antwort in Form einer gemeinsamen Asylpolitik zu finden."
1922,18_152_2016-01-28,"Sehr geehrter Herr Kollege Ulrich, wenn Sie im Zusammenhang mit der Asylthematik, obwohl wir in Deutschland über 1 Million Menschen aufgenommen haben – die Menschen in diesem Land haben Großartiges geleistet, und wir im Deutschen Bundestag haben in den letzten Monaten insgesamt sechs Gesetzespakete auf den Weg gebracht, um die Integration zu verbessern, aber auch, um Fehlanreize zu vermeiden und Abschiebehindernisse zu reduzieren –, von einem „Totalversagen“ des deutschen Staates sprechen, dann finde ich das völlig neben der Sache liegend."
1923,18_152_2016-01-28,"Darauf ist für jedes Jahr ausgewiesen, wie viel Entgeltpunkte auf dem Rentenkonto gutgeschrieben werden."
1924,18_152_2016-01-28,Meinethalben nimmt man dann die von Ihnen genannten Spezialfälle wie Zuzug aus dem Ausland und dergleichen dann auch noch auf.
1925,18_152_2016-01-28,"Umsetzung der Bologna-Reformen, Autonomisierung von Hochschulen, neue Aufgaben wie Weiterbildung, Seniorenstudium und Integration von beruflich Qualifizierten."
1926,18_152_2016-01-28,"Außerdem begrüßen wir, dass der Migrationshintergrund differenzierter erfasst werden kann, weil das Erhebungsmerkmal „weitere Staatsangehörigkeit“ erstmals eingeführt wird."
1927,18_152_2016-01-28,"In letzter Zeit wird häufig davon geredet, dass es notwendig sei, Fluchtursachen zu bekämpfen."
1928,18_152_2016-01-28,"Unsere Antwort muss klar und deutlich sein: Fangen wir an, Fluchtursachen durch kohärente und konsequente Politik, also mit verbindlichen Standards, zu bekämpfen."
1929,18_152_2016-01-28,"Der Kampf gegen Fluchtursachen würde reichen, wäre effektiver und sinnvoller."
1930,18_152_2016-01-28,Der Schutz vor Diskriminierung und Rassismus im Sport ist zu stärken.
1931,18_152_2016-01-28,"Ich möchte auch deutlich betonen, dass wir als Bundeshaushaltsgesetzgeber unsere Hausaufgaben gemacht haben, indem wir das Programm „Integration durch Sport“ deutlich aufgewertet haben: von 5,4 Millionen Euro im Jahr 2015 auf 11 Millionen Euro in diesem Jahr."
1932,18_152_2016-01-28,Heute wie damals brauchen Flüchtlinge sowie Asyl suchende unseren Schutz und unsere aktive Hilfe.
1933,18_152_2016-01-28,"Gleichzeitig müssen die Fluchtursachen, Krieg, Hunger und nicht zuletzt die zunehmende Schere zwischen Arm und Reich, endlich wirksam bekämpft werden."
1934,18_152_2016-01-28,Die Linke hat hier eine klare Position: Sport ist keine Spielwiese für Rechtsextremisten und Gewalttäter und auch nicht für Ausländerfeindlichkeit und Rassismus.
1935,18_152_2016-01-28,"Im Gegenteil: Gerade der Sport leistet in diesen Zeiten einen wichtigen Beitrag zur Integration von Menschen mit Migrationshintergrund, von Asylbewerbern und Flüchtlingen."
1936,18_152_2016-01-28,"Man muss schon sagen, der Antrag der Grünen erweckt den Eindruck, dass gerade der Fußball in Deutschland ein Sammelbecken für Schläger, Extremisten und Rassisten sei."
1937,18_152_2016-01-28,Der Sport in Deutschland ist der mit Abstand größte und nachhaltig erfolgreichste Integrationsmotor in unserem Land.
1938,18_152_2016-01-28,"Es ist nun einmal ein unumstößlicher Fakt, dass an keinem anderen Platz in unserer Gesellschaft Integration besser funktioniert als im Sport."
1939,18_152_2016-01-28,"Auch noch einmal von dieser Stelle aus einen herzlichen Glückwunsch an alle Preisträger, insbesondere natürlich an den VfL Bad Wildungen, der den ersten Preis geholt hat und beispielsweise ein tolles Projekt im Bereich der Integration von Flüchtlingen initiiert hat."
1940,18_152_2016-01-28,"Für den Hochleistungssport und den Fußball in Deutschland gilt vielmehr, dass der Fußball mit seiner großen Strahlkraft ja gerade sehr viel für Integration und gegen Extremismus leistet."
1941,18_152_2016-01-28,Fluchtursachen wirksam bekämpft werden?
1942,18_153_2016-01-29,"Januar 2016 15059  (A) (C)  (B) (D)  von einigen Staaten im Zusammenhang mit Grenzschließungen, sondern Integration und mehr gemeinsame Verantwortung sind notwendig."
1943,18_153_2016-01-29,"Neu [DIE LINKE]: Ja, genau!)  stehen sie uns zur Verfügung zur Rettung und Befreiung deutscher Geiseln im Ausland, um verdeckte Operationen im Ausland durchzuführen – Spezialaufklärung – oder zur Terrorismusabwehr."
1944,18_153_2016-01-29,"Natürlich wird es keine Automatisierung ohne ausreichende Breitbandinfrastruktur geben, und auch die ökologischen Vorteile automatisierter Verkehrsflüsse gehen parallel zur Integration elektrisch betriebener Mobilität."
1945,18_153_2016-01-29,"Bei der Integration dieser Smart Grids ist die Elektromobilität, zu der sich die SPD-Fraktion in dieser Woche klar positioniert hat, ein wichtiger Baustein."
1946,18_153_2016-01-29,"Deswegen haben wir uns in unserem, wie ich finde, sehr guten und ausführlichen Antrag dazu bekannt, dass wir weitere Modellregionen ausweisen wollen."
1947,18_153_2016-01-29,"Der Handlungsbedarf ist groß, wie die „Schulbuchstudie Migration und Integration“ der Bundesregierung gezeigt hat."
1948,18_153_2016-01-29,"Menschen nach Deutschland geflüchtet, wie Sie wissen – ist die Integration von allen Menschen in unser Bildungssystem enorm wichtig und unabdingbar."
1949,18_153_2016-01-29,Auch der Deutsche Städte- und Gemeindebund fordert einen Masterplan für Integration auf Bundesebene.
1950,18_153_2016-01-29,"Das ABC der Integration ist meiner Ansicht nach Integration in Arbeit, in Bildung und in Chancengerechtigkeit."
1951,18_153_2016-01-29,"Sorgen Sie mit dafür, dass wir endlich eine Bildungs- und Integrationsoffensive starten, statt nur immer darüber zu reden!"
1952,18_153_2016-01-29,"Wir beschulen nicht erst seit dem Jahr 2015 Flüchtlingskinder, und die Integration von Deutschen mit einer Einwanderungsgeschichte ist besser als ihr Ruf."
1953,18_153_2016-01-29,"Wir sehen das an den Folgegenerationen der Einwanderer, ob es die Aussiedler, die Gastarbeiter oder Kriegsflüchtlinge sind."
1954,18_153_2016-01-29,Die Integrationspolitik in diesem Land ist ein Erfolg.
1955,18_153_2016-01-29,"Ja, unsere Lehrer brauchen eine stärkere interkulturelle Kompetenz, und auch die Geschichte der Einwandererkinder muss Einzug in unsere Schulen halten."
1956,18_153_2016-01-29,"Wir müssen starke Persönlichkeiten in unseren Schulen erziehen, die den Rattenfängern des islamistischen Terrorismus genauso entgegentreten können wie den Rattenfängern rechtsextremer Gruppen."
1957,18_153_2016-01-29,Das Bildungsministerium ist das Schlüsselministerium für Integration.
1958,18_153_2016-01-29,"Mit dem Anerkennungsgesetz wurden die Weichen für die Integration von ausländischen Fachkräften in den Arbeitsmarkt ermöglicht, und das eben nicht erst seit dem Zuzug der Flüchtlinge."
1959,18_153_2016-01-29,Nur das dauert bei Ihnen!)  wie auch unsere Integrationskurse und die berufsbezogene Sprachförderung.
1960,18_153_2016-01-29,Mehr als 230 Millionen Euro insgesamt stellt das BMBF für diese Integrationshilfen in den nächsten Jahren zur Verfügung.
1961,18_153_2016-01-29,Das Einwanderungsland Deutschland ist zuversichtlich.
1962,18_153_2016-01-29,"Ich gebe  aber zu, dass es mir heute ein bisschen schwerfällt, über diesen Antrag zu reden, in dem es um Kinder und Jugendliche geht, nachdem letzte Nacht die Koalition ihren Asylkompromiss beschlossen hat."
1963,18_153_2016-01-29,"Nun haben Sie sich die Nacht um die Ohren geschlagen, um auszuhandeln, wie es gelingen kann, Asylsuchende davon abzuhalten, nach Deutschland zu kommen."
1964,18_153_2016-01-29,Bei der Frage einer besseren Integration und eines besseren Bildungszugangs waren Sie nicht so erfolgreich.
1965,18_153_2016-01-29,"Denn nur ein gutes und gut ausgestattetes Bildungssystem wird für alle Kinder und Jugendlichen gleiche Bildungschancen ermöglichen, und nur ein gut ausgestattetes Bildungssystem wird die große Integrationsaufgabe leisten können."
1966,18_153_2016-01-29,Des Weiteren haben wir eine stärkere Integration des Faches Deutsch als Zweitsprache gefordert.
1967,18_153_2016-01-29,"Da wir eine Einwanderungsgesellschaft sind, muss diese Alltagsrealität von allen gesellschaftlichen Einrichtungen nachvollzogen werden, auch von unseren Bildungseinrichtungen."
1968,18_153_2016-01-29,"Lassen Sie uns das Asylpaket II umsetzen, und stellen Sie Ihren Überbietungswettbewerb in irreführenden Forderungen ein!"
1969,18_153_2016-01-29,"Ich kann mir gut vorstellen, dass wir Schulsozialarbeit oder Integrationsarbeit an Schulen über ein Programm stärken."
1970,18_153_2016-01-29,Deutschland ist ein Einwanderungsland.
1971,18_153_2016-01-29,"Und ja – das haben viele Kolleginnen und Kollegen vorher auch gesagt –, die Integration erfolgt am besten über Bildung."
1972,18_153_2016-01-29,"Es ist richtig, dass der Spracherwerb ein wichtiger Schlüssel für eine erfolgreiche Integration ist."
1973,18_153_2016-01-29,Daher sollten wir die Potenziale der Zuwanderung nutzen und eine erfolgreiche Integration über Bildung und Beschäftigung unterstützen.
1974,18_153_2016-01-29,Drittens: Integration in den Ausbildungs- und Arbeitsmarkt.
1975,18_153_2016-01-29,"Das Ziel von uns Unionspolitikern ist es, Zuwanderer präventiv zu unterstützen und ihnen neue Perspektiven aufzuzeigen, wie sie selbst für ihren Lebensunterhalt aufkommen können und nicht auf Sozialleistungen angewiesen sind."
1976,18_153_2016-01-29,"Wir sind schon lange ein Einwanderungsland, ein Land kultureller Vielfalt, und das ist gut so –  (Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN)  nicht erst seit dem großen Zustrom von Flüchtlingen in den letzten Monaten."
1977,18_153_2016-01-29,"Das gilt übrigens auch für Kinder ohne Migrationshintergrund, die aus anderen Gründen eine schwierige Bildungsbiografie haben."
1978,18_153_2016-01-29,"Es gibt immer mehr Menschen, die glauben, wir könnten uns abschotten, und die über das so wichtige Asylrecht und über die Flucht und deren Ursachen keinerlei oder zu wenig Kenntnisse haben."
1979,18_153_2016-01-29,"Exemplarisch erwähne ich hier auch Projekte wie RheinFlanke in Köln und in Berlin oder Arrivo Berlin, die sich schon länger aktiv für die Integration einsetzen, und das tun sie gut."
1980,18_153_2016-01-29,Dies ist gerade angesichts unserer modernen Einwanderungsgesellschaft und der Debatten über Flucht und Integration mehr als erstaunlich.
1981,18_154_2016-02-17,"Denn die Erfahrung aus der europäischen Staatsschuldenkrise hat gezeigt, wie schnell zusätzliche Integrationsschritte erforderlich werden können."
1982,18_154_2016-02-17,"Sie führt dazu, dass wir darauf bestehen, bei Anpassungen auf europäischer Ebene die grundlegenden Errungenschaften der europäischen Integration nicht infrage zu stellen."
1983,18_154_2016-02-17,"Sind wir mit unserem europäisch-türkischen Ansatz auf der Grundlage der EU-Türkei-Agenda, die wir am 29. November letzten Jahres gemeinsam beschlossen haben, zur umfassenden Bekämpfung der Fluchtursachen und zum Schutz der Außengrenzen so weit vorangekommen, dass es sich lohnt, diesen Weg weiterzugehen, weil mit ihm die illegale Migration spürbar eingedämmt werden kann, was die entscheidende Voraussetzung für legale Kontingente ist?"
1984,18_154_2016-02-17,Wir bekämpfen die Fluchtursachen.
1985,18_154_2016-02-17,"Wir diskutieren in dieser Woche über das Asylpaket II. Den Inhalt kennen Sie: Abbau von Abschiebehindernissen, Beschleunigung der Verfahren."
