	Term_NDoc_Date	Sentence	Frame
5	18_121_2015-09-10	Sollten wir einen neuen Schwerpunkt auf Migrations- und Integrationsforschung legen, die uns gesellschaftlich helfen kann bei der Bewältigung der anstehenden Fragen?	x
6	18_121_2015-09-10	Ihren positiven Asylbescheid hat sie nach neun Monaten und zwei Wochen erhalten.	x
7	18_121_2015-09-10	Doch welcher Arbeitgeber stellt sie ein, wenn jederzeit die Abschiebung droht?	2.5
8	18_121_2015-09-10	Integration durch Bildung ist die größte Chance und Herausforderung dieses Jahrzehnts, und da kann der Bund helfen.	x
9	18_121_2015-09-10	Jetzt sind wir Parlamentarier an der Reihe, um Ihren bisweilen ideenlosen Entwurf zu überarbeiten, damit aus unserem Einwanderungsland ein Land der Chancen wird und damit es für alle in Deutschland innovativer und gerechter zugeht.	1.6
10	18_121_2015-09-10	Notwendig sind aber auch Flexibilisierung beim und schnellerer Zugang zum BAföG, ein Abschiebestopp während der Ausbildung, die Anerkennung ausländischer Qualifikationen sowie Sprachkurse und frühkindliche Bildung.	2.5
11	18_121_2015-09-10	Lange Asylverfahren und die Abhängigkeit von staatlicher Hilfe – das ist für die betroffenen Menschen frustrierend, und es ist die schlechteste Lösung für unser Gemeinwesen, übrigens auch für die öffentlichen Kassen.	x
12	18_121_2015-09-10	Wie viel genau, das hängt von vielen Variablen ab – je nachdem, wie viele Menschen wirklich einen Asylantrag stellen, wie viele Anträge dann anerkannt werden und wie viele Familienangehörige nachziehen.	x
13	18_121_2015-09-10	Was die Menschen in den Integrationskursen lernen, reicht aber oft nicht, um auf dem Arbeitsmarkt Fuß zu fassen.	x
14	18_121_2015-09-10	Deswegen geht es nicht nur um die Erhöhung der Zahl der berufsbezogenen Sprachkurse, sondern auch darum, möglichst früh Sprachkurse anzubieten und eine ununterbrochene Linie des Lernens zu ermöglichen.	x
15	18_121_2015-09-10	Wir brauchen Zuwanderung.	3
16	18_121_2015-09-10	Doch bis es dazu kommt, wollen wir versuchen, mit ganz konkreten Maßnahmen Druck von den Asylverfahren zu nehmen.	x
17	18_121_2015-09-10	Derzeit läuft dies alles über die Asylverfahren.	x
18	18_121_2015-09-10	Das halte ich für einen vernünftigen Weg, um das Asylverfahren zu entlasten.	x
19	18_121_2015-09-10	Wir haben den Vorschlag unterbreitet, das gute und bewährte Instrument der Integrationsbetriebe zu nutzen, um sozusagen Schritte zu ermöglichen, den ersten Arbeitsmarkt zu erreichen.	x
20	18_121_2015-09-10	Meine Damen und Herren, wir stehen vor der großen Aufgabe der Integration von Flüchtlingen, die eine dauerhafte Duldung haben, die ein Bleiberecht haben.	1.1
21	18_121_2015-09-10	Es gilt, die Willkommenskultur, die die Menschen überall, auf den Bahnhöfen und auf den Straßen, dokumentieren, auf die gesamte Gesellschaft auszudehnen.	1.5
22	18_121_2015-09-10	Meine Damen und Herren, zu den neuen Chancen, vor denen wir stehen, gehört auch, dass wir mithilfe der jungen Zuwanderer, die jetzt zu uns kommen, die demografische Entwicklung neu angehen können.	3.3
23	18_121_2015-09-10	Dazu Maßnahmen zum Unterhalt und zur Integration – ALG-II-Leistungen, Kosten der Unterkunft –, berufliche – Jobcenter, Förderprogramme, Qualifizierung – und die ESF-Gelder, die meist leider bereits gebunden sind.	x
24	18_121_2015-09-10	September 201511758 (A) (C) (B) (D) davon ausgegangen – die Zahlen nenne ich Ihnen in aller Deutlichkeit –, dass in diesem Jahr 3000 Asylanträge gestellt werden und sich weitere 3700 Flüchtlinge mit sogenannter SGB-III- und SGB-II-Relevanz im Land befinden.	x
25	18_121_2015-09-10	Das Programm „Integrationsrichtlinie Bund“ wurde auf 20 Menschen jährlich ausgelegt.	x
26	18_121_2015-09-10	Für die ESF-BAMF-Sprachkurse hat das BMAS ganze 260 Plätze einkalkuliert.	x
27	18_121_2015-09-10	Wir brauchen die Jobchancen, wir brauchen die Integrationsmittel, wir brauchen die Sprachkurse.	x
28	18_121_2015-09-10	Erhöhung, die im Haushalt ausgewiesen ist.	x
29	18_121_2015-09-10	Es wird, technisch betrachtet, zu einer Art Nachtrag zum Haushalt kommen müssen, schon allein aufgrund der zusätzlichen Ausgaben in den Bereichen Flucht, Asyl und Anerkennung und den entsprechenden Leistungsgesetzen des Bundes.	x
30	18_121_2015-09-10	Sie hat – erstens – gesagt: Wir müssen alles tun, um die Menschen, die nach Abschluss Asylverfahrens bei uns bleiben können mit aktiver Arbeitsmarktpolitik in unsere Gesellschaft zu integrieren.	x
31	18_121_2015-09-10	Zum Zweiten wünsche ich mir schon, dass wir Impulse für einen geordneten Zugang zum Arbeitsmarkt schaffen, und zwar über das Asylverfahren hinaus.	x
32	18_121_2015-09-10	Ich bin ein Anhänger einer Einwanderungsgesetzgebung.	x
33	18_121_2015-09-10	Ich wünsche mir schon, dass wir Arbeitsmarktprobleme, auch mit Blick auf die Situation auf dem Westbalkan, ein Stück weit über eine neue Zuwanderungsgesetzgebung regeln.	x
34	18_121_2015-09-10	Auch in den übrigen Regionen Deutschlands – am Rhein, am Main und im Ruhrgebiet – sagen die Wirtschaftsverbände: Lasst uns Migration und Asyl für eine gute Arbeitsmarktpolitik nutzen.	3
35	18_121_2015-09-10	Anstatt Angst in unserer Gesellschaft zu schüren, sollten wir Zuwanderung auch als eine Chance für die Qualifizierung der Menschen am Arbeitsmarkt begreifen.	3
36	18_121_2015-09-10	Ich habe bereits am Dienstag vorgeschlagen, dass wir uns in dieser Haushaltsdebatte endlich dazu durchringen sollten, ein Integrationskonjunkturprogramm aufzulegen.	x
37	18_121_2015-09-10	Ich möchte zu Beginn auf einen Vorschlag aus dem Koalitionspaket vom vergangenen Wochenende hinweisen, über den auch schon vor der Sommerpause diskutiert worden ist, nämlich die Umwandlung von Geldleistungen in Sachleistungen und die Kürzungen von Leistungen nach dem Asylbewerberleistungsgesetz.	x
38	18_121_2015-09-10	Es schränkt die Freiheit und Selbstbestimmung der Asylbewerber unzumutbar ein, und es ist völlig diskriminierend.	2.2
39	18_121_2015-09-10	Statt die Leistungen für Flüchtlinge noch weiter zu kürzen, fordern wir Sie auf, das Asylbewerberleistungsgesetz endlich abzuschaffen, (Beifall beim BÜNDNIS 90/DIE GRÜNEN und bei der LINKEN) und das aus einem weiteren wichtigen Grund: Die völlig unwürdige und unzureichende Gesundheitsversorgung wäre dann beendet.	2.2
40	18_121_2015-09-10	Wir brauchen keine Abschreckungslogik, sondern wir brauchen endlich eine echte Willkommenskultur.	1.5
41	18_121_2015-09-10	Auch dazu wäre ein Schritt in die richtige Richtung die Abschaffung des Asylbewerberleistungsgesetzes.	x
42	18_121_2015-09-10	Gehen Sie also wenigstens diesen Schritt, und schaffen Sie das Asylbewerberleistungsgesetz endlich ab!	x
43	18_121_2015-09-10	Menschen flüchten vor Krieg und Elend und erwarten zu Recht, dass wir ihnen Asyl gewähren und ein Leben in Sicherheit ermöglichen.	2.1
44	18_121_2015-09-10	Die Erfahrungen aus unserer Vergangenheit sollten wir uns bei der Integration der jetzt zu uns kommenden Menschen zunutze machen.	x
45	18_121_2015-09-10	Dabei wird der Haushalt des Bundesministeriums für Arbeit und Soziales wie kein anderer von der steigenden Zahl von Asylsuchenden betroffen sein.	x
46	18_121_2015-09-10	Das umfasst Hartz-IV-Leistungen auf der einen Seite und den Bereich der Arbeitsförderung und der beruflichen Integration von Zuwanderern auf der anderen Seite.	x
47	18_121_2015-09-10	In Sachen Integration haben wir mit der Verkürzung der Wartefrist für die Arbeitserlaubnis einen ersten Schritt gemacht.	x
48	18_121_2015-09-10	Ich sage an dieser Stelle auch ganz deutlich, dass ich die Wirtschaft hier ganz klar mit in der Verantwortung und mit in der Pflicht sehe, sich nachhaltig für die Integration von Flüchtlingen zu engagieren.	x
49	18_121_2015-09-10	Meine Damen und Herren, Deutschland erwartet in diesem Jahr circa 8000 Asylbewerberinnen und Asylbewerber.	x
0	18_121_2015-09-10	Klar muss aber auch sein, dass niemandem Asyl gewährt wird, der aus rein wirtschaftlichen Gründen hierherkommt, so sehr das in jedem Einzelfall verständlich und nachvollziehbar ist.	2.1
1	18_121_2015-09-10	Die Akzeptanz unseres Asylrechts hängt davon ab, dass wir das Asylrecht ordnungsgemäß anwenden, auch wenn das Asylverfahren nicht das erhoffte Ergebnis bringt.	x
2	18_121_2015-09-10	Nur wenn Recht und Gesetz konsequent angewendet werden, werden die Solidarität der großen Mehrheit der Bürgerinnen und Bürger dieses Landes anhalten und auch die eine oder andere Angst, das eine oder andere Unbehagen beim Thema Zuwanderung verschwinden.	1
3	18_121_2015-09-10	Das ist auch wichtig, weil Deutschland auf gezielte und qualifizierte Einwanderer angewiesen ist.	3
4	18_121_2015-09-10	Sprache und Arbeit sind die beiden zentralen Elemente für Integration.	x
5	18_121_2015-09-10	Deshalb bin ich froh, dass schon angekündigt ist – das werden wir dann beim Nachtragshaushalt noch einmal intensiv beraten –, dass wir die Sprachkurse ausweiten und die Integrationskurse deutlich aufstocken.	x
6	18_121_2015-09-10	Wir öffnen die Integrationskurse für Asylbewerber und Geduldete.	x
7	18_121_2015-09-10	Die notwendige Integration derer, die bleiben dürfen, wird zur gesamtgesellschaftlichen Herausforderung, und diese Herkulesaufgabe dürfen Kerstin Griese Deutscher Bundestag – 18	x
8	18_121_2015-09-10	Die Integration in den Arbeitsmarkt ist insbesondere aufgrund der Sprachbarriere schwierig, zumal der Mindestlohn ja auch erwirtschaftet werden muss.	3.1
9	18_121_2015-09-10	Sie brauchen Sprachkurse, und sie brauchen eine betriebliche Einstiegsqualifizierung.	x
10	18_121_2015-09-10	Eine zusätzliche Flexibilität der Arbeitsagenturen kann da nur nützen, die Integration in den Arbeitsmarkt zielgerichtet zu fördern.	x
11	18_121_2015-09-10	Eine davon ist beispielsweise: Zuwanderung verdrängt deutsche Arbeitnehmer.	4.4
12	18_121_2015-09-10	Bislang konnten wir das teilweise durch die höhere Erwerbstätigkeit von Frauen und Älteren und vor allem durch Zuwanderung aus anderen EU-Ländern ausgleichen.	x
13	18_121_2015-09-10	Wir besetzen auch weniger attraktive Arbeitsplätze mit Zuwanderern.	3.1
14	18_121_2015-09-10	Auch die Betreiber von Dönerbuden, die von frühmorgens bis spätabends Döner und Sonstiges verkaufen und vielfältige Integrationsdienste für weniger leistungsfähige Hartz-IV-Bezieherleisten, sind zumeist Zuwanderer.	3.2
15	18_121_2015-09-10	Dass die Grünen die Gesundheitsleistungen für Asylbewerber nicht mehr über Steuern finanzieren wollen, sondern dass das Geld von den Pflicht Axel E. Fischer (Karlsruhe-Land) Deutscher Bundestag – 18	x
16	18_121_2015-09-10	Wenn in Länder exportiert wird, zum Beispiel in Westafrika, in denen die Kleinbauern schon heute ihre Existenzgrundlage durch die Dumpingkonkurrenz aus dem Ausland verlieren, dann wird dieser Export dort zu noch mehr Armut und Hunger führen – Stichwort „Fluchtursachen“.	2.1
17	18_121_2015-09-10	Dadurch hätten Sie die Chance, auch kranken Kindern und Flüchtlingskindern eine Integration zu ermöglichen.	x
18	18_121_2015-09-10	Vielleicht sind die Zuwanderer eine Chance.	3
19	18_121_2015-09-10	Deshalb wird es ein Bundesfreiwilligendienst sein, der auch der Integration dienen wird.	x
20	18_121_2015-09-10	Unterbringung, Versorgung und Integration sind das eine, aber Menschen finden erst dann hier eine neue Heimat, wenn sie mit Einheimischen zusammenkommen.	x
21	18_121_2015-09-10	Sehr geehrte Damen und Herren Abgeordnete, in diesen Tagen wird viel davon gesprochen, dass Integration wichtig ist.	x
22	18_121_2015-09-10	Mir ist es wichtig, darauf hinzuweisen, dass Integration nicht erst am Arbeitsmarkt beginnt.	x
23	18_121_2015-09-10	Das ist der Schlüssel für Integration.	x
24	18_121_2015-09-10	Damals debattierten wir in einem politischen Kontext, der noch geprägt war von den Morden des NSU und den Empfehlungen des NSU-Untersuchungsausschusses, mehr Geld gegen Rassismus und gegen Fremdenfeindlichkeit in die Hand zu nehmen.	1.3
25	18_121_2015-09-10	In meinem Wahlkreis habe ich erlebt, dass Menschen schon seit Monaten aktiv bei der Integration der Flüchtlinge in ein für sie komplett fremdes Land und in einen neuen Alltag helfen.	2.3
26	18_121_2015-09-10	Wir setzen das Programm „Schwerpunkt-Kitas Sprache & Integration“ fort.	x
27	18_121_2015-09-10	So wünschen wir uns auch mehr professionelle Pflegende mit Migrationshintergrund.	3.3
28	18_121_2015-09-10	Wir brauchen einen Einstieg des Bundes in die Finanzierung, um Unterbringung und Integration zu ermöglichen bzw.	x
29	18_121_2015-09-10	Sie haben viel zur Integration gesagt.	x
30	18_121_2015-09-10	Das wäre eine Integrationsmaßnahme.	x
31	18_121_2015-09-10	Sie haben viel von Integration geredet.	x
32	18_121_2015-09-10	Von uns wurden schon wichtige Themen angesprochen: Sprache, Integration, „Frühe Chancen“.	x
33	18_121_2015-09-10	Wir haben weiterhin Maßnahmen im Bereich der Integration von Sprachförderung über das Programm „Schwerpunkt-Kitas Sprache & Integration“.	x
34	18_121_2015-09-10	Integration bedeutet nicht nur, dass ein paar hinzukommen.	4
35	18_121_2015-09-10	Vielmehr heißt Integration, dass sich die Gesellschaft fortlaufend verändert.	x
36	18_121_2015-09-10	Integration von Anfang an, so früh wie möglich, (Beifall bei Abgeordneten der CDU/CSU und der SPD) so zielgenau wie möglich und so bedarfsorientiert wie möglich.	3.5
37	18_121_2015-09-10	Denn die Integration wird nur dann gelingen, wenn die Menschen, die sich jetzt zu Recht engagiert einbringen und die Situation als Chance für unsere Gesellschaft sehen, erkennen, dass die Politik in dieser Phase handelt.	x
38	18_121_2015-09-10	Unsere Kanzlerin hat in der gestrigen Generaldebatte sehr prominent zu Beginn ihrer Rede betont, dass die Integration für sie und die Regierungsparteien allerhöchste Priorität hat.	x
39	18_121_2015-09-10	Unser Einzelplan 17, meine sehr geehrten Damen und Herren, bietet sich für Integration geradezu an.	x
40	18_121_2015-09-10	Bereits mit dem Nachtragshaushalt 2015 haben wir im Kinder- und Jugendplan wegen der Flüchtlingsproblematik 8 Millionen Euro für die Jugendmigrationsdienste und 4 Millionen Euro für die C1-Sprachkurse aufgesattelt, gemeinsam mit den Kollegen der Union.	x
41	18_121_2015-09-10	Das ist ein Zuzug von Menschen, die weder unser Verständnis von Freiheit noch von Grundrechten kennen, von Menschen, denen unsere Kultur, unsere Gebräuche und unser Leben bisher weitgehend fremd waren.	4.3
42	18_121_2015-09-10	Denn das hat nicht nur etwas mit Baustandards oder Verteilschlüsseln zu tun, es hat auch nicht immer etwas damit zu tun, wie wir das Asylrecht gestalten oder was wir als sichere Herkunftsländer benennen, sondern es hat vor allen Dingen etwas damit zu tun, wie wir die Integration vorantreiben.	x
43	18_126_2015-09-30	Entwurf eines Asylverfahrensbeschleunigungsgesetzes und Verordnung zum Asylverfahrensbeschleunigungsgesetz	x
44	18_126_2015-09-30	Die Bundesregierung hat als Thema der gestrigen Kabinettssitzung mitgeteilt: Entwurf eines Asylverfahrensbeschleunigungsgesetzes und Verordnung zum Asylverfahrensbeschleunigungsgesetz.	x
45	18_126_2015-09-30	Es gibt viele Maßnahmen zur Verbesserung der Versorgung von Asylbewerbern: Impfungen, psy Deutscher Bundestag – 18	x
46	18_126_2015-09-30	Die Leistungen dieser Gesundheitskarte werden aber von Beginn an auf dem abgesenkten Niveau des Asylbewerberleistungsgesetzes erfolgen.	x
47	18_126_2015-09-30	Daneben findet sich in dem Gesetzentwurf ein Beschäftigungsverbot bei offensichtlich unbegründetem Asylantrag.	x
48	18_126_2015-09-30	Dazu gehören der Zugang zu Sprachkursen, der Zugang zu Berufsförderungskursen sowie eine bessere Vernetzung zwischen Integrationskursen und berufsbezogenen Sprachkursen.	x
49	18_126_2015-09-30	Dazu gehören viele Dinge, mit denen wir ermöglichen, dass die Integration nicht durch lange Verfahren in Erstaufnahmeeinrichtungen oder anderswo verzögert oder für später erschwert wird.	x
0	18_126_2015-09-30	Wir brauchen mehr Geld für Integrationskurse.	x
1	18_126_2015-09-30	Wie kann es sein, dass sich die Bundesregierung mit diesem maßgeblichen Urteil zu den Leistungen nach dem Asylbewerberleistungsgesetz nicht einmal auseinandersetzt?	x
2	18_126_2015-09-30	Wie wird beim Bundesamt und bei den entsprechenden Behörden sichergestellt, dass der Personenkreis, der in den entsprechenden Staaten nicht politisch, sondern wegen seiner ethnischen Herkunft oder seiner sexuellen Orientierung verfolgt wird und deswegen Zuflucht in der Bundesrepublik Deutschland sucht, ein entsprechendes ordnungsgemäßes Verfahren in der Bundesrepublik Deutschland erhält, politisches Asyl bekommt und nicht in die Heimatstaaten abgeschoben wird?	4.2
3	18_126_2015-09-30	Wir sind aber verpflichtet, zwei EU-Richtlinien umzusetzen: eine sogenannte Aufnahmerichtlinie und eine Asylverfahrensrichtlinie.	x
4	18_126_2015-09-30	Sie wollen  ja nicht nur im Vorhinein festlegen, wer eine Chance auf das Grundrecht auf Asyl hat, um entsprechend auszusortieren, sondern Sie wollen die Flüchtlinge auch länger in Erstaufnahmeeinrichtungen unterbringen.	4
5	18_126_2015-09-30	Das bedeutet aber erst einmal für alle eine sehr viel längere Zeit in großen Lagern – es sind eher kasernierte Unterbringungen –, was die Möglichkeiten der Integration für die Dauer dieses Aufenthalts völlig verhindert.	x
6	18_126_2015-09-30	Wie ist das mit beschleunigten Integrationsverfahren vereinbar?	x
7	18_126_2015-09-30	Für die Gruppe der Asylsuchenden, die länger als 15 Monate in Deutschland sind, sehen Sie jetzt dankenswerterweise die Möglichkeit einer besseren psychologischen Betreuung vor.	x
8	18_126_2015-09-30	Ferner wissen wir, dass die Integration dadurch beeinträchtigt wird und diese schwerwiegenden Erkrankungen durch den Aufenthalt in großen Einrichtungen massiv verstärkt werden können.	x
9	18_126_2015-09-30	Ich habe darüber auch mit Pro Asyl schon viel diskutiert.	x
10	18_126_2015-09-30	Das zweite Argument ist: Wir müssen die großen Lasten, die mit einer solch großen Zahl von Asylbewerbern verbunden sind, fair zwischen den Bundesländern aufteilen.	4.1
11	18_126_2015-09-30	Das soll nicht mit einem Durchschnitt nivelliert werden, sondern es gibt im Nachhinein eine Spitzabrechnung pro Asylbewerber pro Bundesland.	x
12	18_126_2015-09-30	Wir lesen ja in der Begründung – im Gesetz leider nicht, weil Sie da auf eine Verordnung verweisen –, dass die Integrationsleistungen denen zur Verfügung stehen sollen, deren Antrag auf Asyl voraussichtlich Erfolg haben wird.	x
13	18_126_2015-09-30	Wir haben doch im Augenblick schon genug zu tun, überhaupt das Asylverfahren voranzutreiben.	4.1
14	18_126_2015-09-30	Jetzt muss dann quasi im Vorverfahren des Asylverfahrens geprüft werden, ob das Asylverfahren gute Aussichten auf Erfolg hat, oder wie muss ich mir das praktisch vorstellen?	x
15	18_126_2015-09-30	Jetzt zeigt aber die aktuelle Anzahl von Asylanträgen, dass die Asylanträge dieser Flüchtlinge höchstens 10 Prozent ausmachen.	4.2
16	18_126_2015-09-30	Zweitens kommt hinzu, dass wir noch aus dem ersten Halbjahr sehr viele Verfahren und abgelehnte Asylbewerber, also Entscheide des BAMF, haben, wo es noch keinen Vollzug gibt.	x
17	18_126_2015-09-30	Wir sind uns ja bei allen Differenzen über konkrete  Punkte in diesem Gesetz einig, dass wir schnellere Asylverfahren brauchen, um schneller zu entscheiden, wer bleiben darf und wer am Ende gehen muss.	4.2
18	18_126_2015-09-30	Vorschläge zur Behandlung von Asylanträgen von Menschen aus Staaten mit hoher Anerkennungsquote – man könnte Gruppenverfahren machen – oder eine Finalisierungsregelung zur Lösung von Altfällen, bei denen wir ewig lange Verfahren haben und wissen, dass wir die Leute am Ende des Verfahrens sowieso nicht wegschicken werden.	x
19	18_126_2015-09-30	Wenn sich ein Bundesland entscheidet, diese Karte auszugeben, erfolgen die entsprechenden Leistungen nach dem Asylbewerberleistungsgesetz, und es sind nicht, wie irrtümlich kundgetan wird, normale Leistungen der Versichertenkarte.	1.1
20	18_126_2015-09-30	Nach jetziger Rechtslage ist es so, dass bei Asylbewerbern im Vergleich zu anderen das Niveau der Gesundheitsversorgung geringer ist.	1.1
21	18_126_2015-09-30	Deswegen ist im Gesetz vorgesehen, dafür Vorsorge zu treffen, dass auch bei Nutzung einer solchen optionalen Gesundheitskarte das Leistungsniveau demselben abgesenkten Niveau wie bisher nach dem Asylbewerberleistungsgesetz entspricht.	x
22	18_126_2015-09-30	Standardabweichungen werden geregelt, das Asylbewerberleistungsgesetz und das Asylverfahrensgesetz werden novelliert, und außerdem wird die zukünf Bundesminister Dr. Thomas de Maizière  Deutscher Bundestag – 18.	x
23	18_126_2015-09-30	Ich spreche hier ganz bewusst die Praxis in SchleswigHolstein und Thüringen an, die im Winter letzten Jahres auf Abschiebungen verzichtet haben.	4.2
24	18_126_2015-09-30	So darf etwa die Aussetzung der Abschiebung nicht länger als für drei Monate erfolgen.	4.2
25	18_126_2015-09-30	Am Ende eines Asylverfahrens steht die Entscheidung, ob die entsprechende Person hierbleiben darf oder das Land zu verlassen hat.	4.2
26	18_126_2015-09-30	Vielleicht können Sie noch einmal aufführen, welche konkreten Maßnahmen jetzt anstehen, um die Abschiebungen zu beschleunigen.	4.2
27	18_126_2015-09-30	Was halten Sie von dem Gedanken einiger Länder, zum Beispiel Thüringens, die Verantwortung für die Abschiebung auf die Landkrei se zu delegieren?	4.2
28	18_126_2015-09-30	Die Asylbewerber aus sicheren Herkunftsländern sollen möglichst bis zum Schluss der Verfahren in den Erstaufnahmeeinrichtungen verbleiben, von wo aus sie dann in ihr Land zurückkehren können oder abgeschoben werden.	4.2
29	18_126_2015-09-30	Das Nächste ist, dass keine Abschiebung länger als für drei Monate ausgesetzt werden darf.	4.2
30	18_126_2015-09-30	Man muss auch nicht immer nur abschieben.	4.2
31	18_126_2015-09-30	Flüchtlingen mit Bleibeperspektive, einer Lehrstelle und einer garantierten Übernahme durch den auszubildenden Betrieb noch für mindestens zwei Jahre nach Ende ihrer Ausbildung einen gesicherten Aufenthaltsstatus in Deutschland und Schutz vor Abschiebung zu gewähren?	4.2
32	18_126_2015-09-30	Zum einen sollen die Mittel der Bekämpfung von Fluchtursachen dienen.	4.2
33	18_126_2015-09-30	Thomas de Maizière, bei Spiegel Online vom 21. September 2015, „Asylbewerber: De Maizière entschärft geplante Kürzungen für Flüchtlinge“) -, gerade im Hinblick auf die Studie des Deutschen Instituts für Menschenrechte „Effektiver Schutz vor geschlechtsspezifischer Gewalt - auch in Flüchtlingsunterkünften” von 2015, und welche Maßnahmen wird die Bundesregierung ergreifen, um den spezifischen Bedarf von besonders schutzwürdigen Personen, zum Beispiel abschließbare Hygieneräume, zu berücksichtigen?	2.2
34	18_126_2015-09-30	Das Bundesamt für Migration und Flüchtlinge (BAMF) befragt die Asylbewerber im Rahmen ihrer Antragstellung auch zu den Aspekten Bildung und Ausbildung.	x
35	18_126_2015-09-30	Sie geben aber einen Eindruck vom Bildungshintergrund der Asylsuchenden.	x
36	18_126_2015-09-30	Von den insgesamt circa 105 000 hierzu befragten Asylsuchenden im Alter von über 20 Jahren gaben 13 Prozent an, eine Hochschule besucht zu haben, 17,5 Prozent ein Gymnasium, und 30 Prozent gaben an, eine Mittelschulbildung zu haben.	x
37	18_126_2015-09-30	Mit Blick auf die derzeit größte Gruppe von Antragstellern, die syrischen Asylbewerber, ergibt eine Auswertung der Daten von insgesamt mehr als 28 000 Personen folgendes Bild: Rund 62 Prozent der syrischen Asylbewerber erklärten, aus durchschnittlichen oder sogar guten wirtschaftlichen Verhältnissen zu stammen.	x
38	18_126_2015-09-30	Für eine Integration dieser Gruppe, die gegenwärtig alle einen Flüchtlingsstatus in Deutschland zugesprochen bekommen, ist dies eine gute Voraussetzung.	x
39	18_126_2015-09-30	Günter Krings auf die Frage des Abgeordneten Dieter Janecek (BÜNDNIS 90/DIE GRÜNEN) (Drucksache 18/6136, Frage 43):  Welchen Stellenwert misst die Bundesregierung dem Beitrag der Unternehmen zur gesamtgesellschaftlichen Aufgabe der Integration von Flüchtlingen bei, und sieht die Bundesregierung dieses Potenzial voll ausgeschöpft trotz Festhaltens an der Vorrangprüfung und dem zeitlich befristeten Beschäftigungsverbot für Flüchtlinge in der Leiharbeit?	x
40	18_126_2015-09-30	Die Bundesregierung misst dem Beitrag der Unternehmen zur Integration von Asylbewerbern mit einer Bleibeperspektive und Flüchtlingen einen hohen Stellenwert zu, da die staatlichen Integrationsmaßnahmen durch die sozialen Kontakte bei der Arbeit und im Arbeitsumfeld die Integration erheblich fördern können.	x
41	18_126_2015-09-30	Zudem lockert die Bundesregierung das bisherige Leiharbeitsverbot für Asylbewerber und Geduldete und verknüpft dieses mit der Vorrangprüfung.	x
42	18_126_2015-09-30	Die Änderungen haben zur Folge, dass Asylsuchenden und Geduldeten eine Beschäftigung als Leiharbeitnehmer grundsätzlich offen steht, wenn die Bundesagentur für Arbeit der Beschäftigungsaufnahme ohne Vorrangprüfung zustimmen kann.	3.1
43	18_126_2015-09-30	Die Vorrangprüfung selbst und die Prüfung der Vergleichbarkeit der Beschäftigungsbedingungen tragen den Interessen der inländischen Arbeitsuchenden Rechnung und leisten damit einen Beitrag zur Akzeptanz des grundsätzlichen Arbeitsmarktzugangs für Asylbewerber und Geduldete.	x
44	18_126_2015-09-30	Entscheidungen über Asylverfahren, die seit dem 1.	x
45	18_126_2015-09-30	Bediensteter hat die Bundesregierung in Bezug auf die  genauen rechtlichen Grundlagen des Aufenthalts der nach § 60 a des Aufenthaltsgesetzes (AufenthG) geduldeten Personen (bitte Gesamtzahl nennen und unter Nennung des jeweiligen Absatzes und Satzes des § 60 a AufenthG angeben, wie viele Personen jeweils den dort aufgeführten Duldungsgründen unterfallen), und welche Erkenntnisse oder Einschätzungen fachkundiger Bediensteter hat sie zu Anzahl und Status der nach § 1 Absatz 1 Nummer 5 des Asylbewerberleistungsgesetzes leistungsberechtigten Personen (bitte Gesamtzahl nennen und soweit möglich genauer nach jeweiligem Status auflisten)?	x
46	18_126_2015-09-30	Die letzten verfügbaren statistischen Daten zur Gruppe der Leistungsbezieher nach § 1 Absatz 1 Nummer 5 des Asylbewerberleistungsgesetzes beziehen sich auf den 31.	x
47	18_126_2015-09-30	Damals waren von den insgesamt 362 850 Leistungsbeziehern nach dem Asylbewerberleistungsgesetz 12 950 leistungsberechtigt nach § 1 Absatz 1 Nummer 5 des Asylbewerberleistungsgesetzes.	x
48	18_126_2015-09-30	Der Bundesregierung sind lediglich die Ausführungen im Bericht des EU-Koordinators für die Terrorismusbekämpfung bekannt, dass die EU-Meldestelle für Internetinhalte an drei Forschungsprojekten zur Beobachtung offener Quellen und zum Entdecken von Propaganda teilnehmen will.	x
49	18_127_2015-10-01	Ich bringe heute den Entwurf eines Asylverfahrensbe­ schleunigungsgesetzes für die Bundesregierung ein.	x
0	18_127_2015-10-01	Dazu zählt, dass für diejenigen, die nicht ausreisen, die aber vollziehbar ausreisepflichtig sind, kein Anspruch mehr auf Asylbewerberleistungen besteht.	4.2
1	18_127_2015-10-01	Ein zentraler, wichtiger Baustein dieses großen Pakets ist die Beschleunigung der Asylverfahren.	x
2	18_127_2015-10-01	Jetzt werden die Prozesse in den Asylverfahren nochmals verbessert.	x
3	18_127_2015-10-01	Dort lie­ gen die Voraussetzungen für Asyl nur in wenigen Ein­ zelfällen vor.	x
4	18_127_2015-10-01	Dafür schaffen wir le­ gale Zuwanderungsmöglichkeiten für Menschen aus den Balkanstaaten – unter bestimmten Voraussetzungen.	x
5	18_127_2015-10-01	Wem in unserem Land ein Asylantrag abgelehnt worden ist, der muss, wenn es sonst keinen Grund für Duldung gibt, unser Land verlassen.	4.2
6	18_127_2015-10-01	Hilfe vor Ort in den Flüchtlingslagern, Hartz IV, Kosten für das Bundesamt für Migration und Flüchtlinge, Kosten für die Bundespolizei, Integrations­ kurse – viele Aufgaben, die auch der Bund zusätzlich zu lösen hat.	4.1
